method,keep,mask_p,sampling,cs_type,n,r_hat,radius,lcb_f,ucb_f
cip-const,32,0.5,adaptive,betting,200,0.8794988821819423,0.11509163104355297,0.0067505385588712,0.23693380064597713
cip-const,32,0.5,adaptive,betting,500,0.8922776572257282,0.07299578529382955,0.033795372401697055,0.17978694298935616
cip-const,32,0.5,adaptive,betting,1000,0.876376982301474,0.05292425219519081,0.07035499265399092,0.17620349704437255
cip-const,32,0.5,adaptive,betting,2000,0.8721261345231889,0.03944545492774293,0.08861295483717702,0.16750386469266287
cip-const,32,0.5,adaptive,betting,5000,0.884685290404781,0.024968100574963237,0.09050056846487398,0.14043676961480045
cip-const,32,0.5,adaptive,betting,10000,0.8925970111047867,0.01691978199914862,0.0905883617847486,0.12442792578304585
vbp,512,0.1,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
vbp,512,0.1,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
vbp,512,0.1,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
vbp,512,0.1,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
vbp,512,0.1,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
vbp,512,0.1,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
vbp,512,0.1,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
vbp,512,0.1,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
vbp,512,0.1,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
vbp,512,0.1,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
vbp,512,0.1,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
vbp,512,0.1,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
vbp,512,0.1,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
vbp,512,0.1,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
vbp,512,0.1,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
vbp,512,0.1,iid,betting,10000,0.0,0.0,1.0,1.0
vbp,512,0.1,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
vbp,512,0.1,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
vbp,512,0.1,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
vbp,512,0.1,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
vbp,512,0.1,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
vbp,512,0.1,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
vbp,512,0.1,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
vbp,512,0.1,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
vbp,512,0.1,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
vbp,512,0.1,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
vbp,512,0.1,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
vbp,512,0.1,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
vbp,512,0.1,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
vbp,512,0.1,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
vbp,512,0.1,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
vbp,512,0.1,adaptive,betting,10000,0.0,0.0,1.0,1.0
vbp,512,0.2,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
vbp,512,0.2,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
vbp,512,0.2,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
vbp,512,0.2,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
vbp,512,0.2,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
vbp,512,0.2,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
vbp,512,0.2,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
vbp,512,0.2,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
vbp,512,0.2,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
vbp,512,0.2,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
vbp,512,0.2,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
vbp,512,0.2,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
vbp,512,0.2,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
vbp,512,0.2,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
vbp,512,0.2,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
vbp,512,0.2,iid,betting,10000,0.0,0.0,1.0,1.0
vbp,512,0.2,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
vbp,512,0.2,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
vbp,512,0.2,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
vbp,512,0.2,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
vbp,512,0.2,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
vbp,512,0.2,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
vbp,512,0.2,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
vbp,512,0.2,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
vbp,512,0.2,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
vbp,512,0.2,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
vbp,512,0.2,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
vbp,512,0.2,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
vbp,512,0.2,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
vbp,512,0.2,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
vbp,512,0.2,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
vbp,512,0.2,adaptive,betting,10000,0.0,0.0,1.0,1.0
vbp,512,0.5,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
vbp,512,0.5,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
vbp,512,0.5,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
vbp,512,0.5,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
vbp,512,0.5,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
vbp,512,0.5,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
vbp,512,0.5,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
vbp,512,0.5,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
vbp,512,0.5,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
vbp,512,0.5,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
vbp,512,0.5,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
vbp,512,0.5,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
vbp,512,0.5,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
vbp,512,0.5,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
vbp,512,0.5,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
vbp,512,0.5,iid,betting,10000,0.0,0.0,1.0,1.0
vbp,512,0.5,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
vbp,512,0.5,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
vbp,512,0.5,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
vbp,512,0.5,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
vbp,512,0.5,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
vbp,512,0.5,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
vbp,512,0.5,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
vbp,512,0.5,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
vbp,512,0.5,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
vbp,512,0.5,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
vbp,512,0.5,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
vbp,512,0.5,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
vbp,512,0.5,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
vbp,512,0.5,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
vbp,512,0.5,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
vbp,512,0.5,adaptive,betting,10000,0.0,0.0,1.0,1.0
vbp,384,0.1,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
vbp,384,0.1,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
vbp,384,0.1,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
vbp,384,0.1,iid,hoeffding,500,0.004,0.12890227287922065,0.8670977271207794,1.0
vbp,384,0.1,iid,hoeffding,1000,0.003,0.09487383810763891,0.9021261618923611,1.0
vbp,384,0.1,iid,hoeffding,2000,0.003,0.06962108997220032,0.9273789100277997,1.0
vbp,384,0.1,iid,hoeffding,5000,0.0038,0.046066219879014554,0.9501337801209855,1.0
vbp,384,0.1,iid,hoeffding,10000,0.0033,0.03362087186595333,0.9630791281340467,1.0
vbp,384,0.1,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
vbp,384,0.1,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
vbp,384,0.1,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
vbp,384,0.1,iid,betting,500,0.004,0.009667266845703126,0.9806654663085937,1.0
vbp,384,0.1,iid,betting,1000,0.003,0.006044887542724611,0.9879102249145508,1.0
vbp,384,0.1,iid,betting,2000,0.003,0.004348636627197266,0.9913027267456055,1.0
vbp,384,0.1,iid,betting,5000,0.0038,0.0029459220886230465,0.9927722183227539,0.9986640625
vbp,384,0.1,iid,betting,10000,0.0033,0.0019266353607177737,0.9943807136535645,0.998233984375
vbp,384,0.1,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
vbp,384,0.1,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
vbp,384,0.1,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
vbp,384,0.1,adaptive,hoeffding,500,0.007353213906288147,0.18414610411317237,0.8085006819805395,1.0
vbp,384,0.1,adaptive,hoeffding,1000,0.004607069790363311,0.13553405443948416,0.8598588757701525,1.0
vbp,384,0.1,adaptive,hoeffding,2000,0.0042421695254743095,0.09945869996028617,0.8962991305142395,1.0
vbp,384,0.1,adaptive,hoeffding,5000,0.003587220923602581,0.06580888554144937,0.9306038935349481,1.0
vbp,384,0.1,adaptive,hoeffding,10000,0.0028656207021325827,0.04802981695136191,0.9491045623465055,1.0
vbp,384,0.1,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
vbp,384,0.1,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
vbp,384,0.1,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
vbp,384,0.1,adaptive,betting,500,0.007353213906288146,0.01687257990882855,0.9662548401823429,1.0
vbp,384,0.1,adaptive,betting,1000,0.004607069790363312,0.008604646712297576,0.9827907065754049,1.0
vbp,384,0.1,adaptive,betting,2000,0.00424216952547431,0.005745152510935288,0.9885096949781295,1.0
vbp,384,0.1,adaptive,betting,5000,0.0035872209236025815,0.00353309313715264,0.9929338137256947,1.0
vbp,384,0.1,adaptive,betting,10000,0.0028656207021325823,0.00248790574415804,0.995024188511684,1.0
vbp,384,0.2,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
vbp,384,0.2,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
vbp,384,0.2,iid,hoeffding,200,0.005,0.19224473002972509,0.8027552699702749,1.0
vbp,384,0.2,iid,hoeffding,500,0.004,0.12890227287922065,0.8670977271207794,1.0
vbp,384,0.2,iid,hoeffding,1000,0.005,0.09487383810763891,0.900126161892361,1.0
vbp,384,0.2,iid,hoeffding,2000,0.005,0.06962108997220032,0.9253789100277997,1.0
vbp,384,0.2,iid,hoeffding,5000,0.0062,0.046066219879014554,0.9477337801209854,1.0
vbp,384,0.2,iid,hoeffding,10000,0.0079,0.03362087186595333,0.9584791281340467,1.0
vbp,384,0.2,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
vbp,384,0.2,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
vbp,384,0.2,iid,betting,200,0.005,0.02212717056274414,0.9557456588745117,1.0
vbp,384,0.2,iid,betting,500,0.004,0.011582183837890628,0.9768356323242188,1.0
vbp,384,0.2,iid,betting,1000,0.005,0.008512268066406248,0.9829754638671875,1.0
vbp,384,0.2,iid,betting,2000,0.005,0.006322193145751954,0.9873556137084961,1.0
vbp,384,0.2,iid,betting,5000,0.0062,0.003910321807861328,0.9890611923217774,0.9968818359375
vbp,384,0.2,iid,betting,10000,0.0079,0.0028955787658691418,0.9887544479370117,0.99454560546875
vbp,384,0.2,adaptive,hoeffding,50,0.0020096482336521147,0.49509071045660724,0.5028996413097406,1.0
vbp,384,0.2,adaptive,hoeffding,100,0.0010048241168260574,0.3697340484969811,0.6292611273861928,1.0
vbp,384,0.2,adaptive,hoeffding,200,0.0019804393127560616,0.274635328613893,0.723384232073351,1.0
vbp,384,0.2,adaptive,hoeffding,500,0.0038517322987318037,0.18414610411317237,0.8120021635880958,1.0
vbp,384,0.2,adaptive,hoeffding,1000,0.004730197466909885,0.13553405443948416,0.859735748093606,1.0
vbp,384,0.2,adaptive,hoeffding,2000,0.00754097218438983,0.09945869996028617,0.893000327855324,1.0
vbp,384,0.2,adaptive,hoeffding,5000,0.008524618693868979,0.06580888554144937,0.9256664957646816,1.0
vbp,384,0.2,adaptive,hoeffding,10000,0.009513538908747432,0.04802981695136191,0.9424566441398906,1.0
vbp,384,0.2,adaptive,betting,50,0.0020096482336521147,0.09193899521913716,0.8161220095617256,1.0
vbp,384,0.2,adaptive,betting,100,0.0010048241168260574,0.04503762816570421,0.9099247436685916,1.0
vbp,384,0.2,adaptive,betting,200,0.0019804393127560616,0.02337866009297081,0.9532426798140584,1.0
vbp,384,0.2,adaptive,betting,500,0.0038517322987318033,0.013763022439351305,0.9724739551212974,1.0
vbp,384,0.2,adaptive,betting,1000,0.004730197466909885,0.009551003994499555,0.9808979920110009,1.0
vbp,384,0.2,adaptive,betting,2000,0.007540972184389829,0.008898563834741524,0.982202872330517,1.0
vbp,384,0.2,adaptive,betting,5000,0.008524618693868979,0.005004877162808081,0.9853866185867769,0.995396372912393
vbp,384,0.2,adaptive,betting,10000,0.009513538908747432,0.003555823327345283,0.9861991463000964,0.993310792954787
vbp,384,0.5,iid,hoeffding,50,0.14,0.34656349731962505,0.5134365026803749,1.0
vbp,384,0.5,iid,hoeffding,100,0.11,0.25881383394788676,0.6311861660521132,1.0
vbp,384,0.5,iid,hoeffding,200,0.095,0.19224473002972509,0.7127552699702749,1.0
vbp,384,0.5,iid,hoeffding,500,0.086,0.12890227287922065,0.7850977271207793,1.0
vbp,384,0.5,iid,hoeffding,1000,0.104,0.09487383810763891,0.8011261618923611,0.990873838107639
vbp,384,0.5,iid,hoeffding,2000,0.1065,0.06962108997220032,0.8238789100277997,0.9631210899722004
vbp,384,0.5,iid,hoeffding,5000,0.1038,0.046066219879014554,0.8501337801209854,0.9422662198790146
vbp,384,0.5,iid,hoeffding,10000,0.1035,0.03362087186595333,0.8628791281340467,0.9301208718659534
vbp,384,0.5,iid,betting,50,0.14,0.19038963317871094,0.6192207336425781,1.0
vbp,384,0.5,iid,betting,100,0.11,0.11745407104492187,0.7504757690429688,0.9853839111328125
vbp,384,0.5,iid,betting,200,0.095,0.07003986358642579,0.8258318328857421,0.9659115600585937
vbp,384,0.5,iid,betting,500,0.086,0.0369808578491211,0.8764350128173828,0.950396728515625
vbp,384,0.5,iid,betting,1000,0.104,0.026581542968750024,0.870830078125,0.9239931640625
vbp,384,0.5,iid,betting,2000,0.1065,0.02010277175903319,0.8741537399291992,0.9143592834472656
vbp,384,0.5,iid,betting,5000,0.1038,0.013974597930908217,0.8825182357788086,0.910467431640625
vbp,384,0.5,iid,betting,10000,0.1035,0.010390399932861331,0.8861993331909179,0.9069801330566406
vbp,384,0.5,adaptive,hoeffding,50,0.08571416149606344,0.49509071045660724,0.4191951280473293,1.0
vbp,384,0.5,adaptive,hoeffding,100,0.08580363831600823,0.3697340484969811,0.5444623131870107,1.0
vbp,384,0.5,adaptive,hoeffding,200,0.08580098973549621,0.274635328613893,0.6395636816506107,1.0
vbp,384,0.5,adaptive,hoeffding,500,0.08860638701052584,0.18414610411317237,0.7272475088763017,1.0
vbp,384,0.5,adaptive,hoeffding,1000,0.0928742595914181,0.13553405443948416,0.7715916859690978,1.0
vbp,384,0.5,adaptive,hoeffding,2000,0.10499501419076797,0.09945869996028617,0.7955462858489459,0.9944636857695182
vbp,384,0.5,adaptive,hoeffding,5000,0.10548572553908063,0.06580888554144937,0.82870538891947,0.9603231600023687
vbp,384,0.5,adaptive,hoeffding,10000,0.10864434772003649,0.04802981695136191,0.8433258353286016,0.9393854692313254
vbp,384,0.5,adaptive,betting,50,0.08571416013367157,0.17332442538025603,0.6533511492394879,1.0
vbp,384,0.5,adaptive,betting,100,0.08580363695361634,0.1254110637289586,0.7491778725420828,1.0
vbp,384,0.5,adaptive,betting,200,0.08580098820280534,0.08935214984556171,0.8093975163979407,0.9881018160890641
vbp,384,0.5,adaptive,betting,500,0.08860638564813395,0.05210983172954698,0.8499628744308603,0.9541825378899542
vbp,384,0.5,adaptive,betting,1000,0.09287425819496639,0.036957531573860114,0.8632655686078573,0.9371806317555775
vbp,384,0.5,adaptive,betting,2000,0.10499501250480801,0.029315493545239553,0.8624689522430661,0.9210999393335452
vbp,384,0.5,adaptive,betting,5000,0.105485723795219,0.02001246064789794,0.8729931372690596,0.9130180585648554
vbp,384,0.5,adaptive,betting,10000,0.10864434587058949,0.014820169315657182,0.8757467752064804,0.9053871138377947
vbp,256,0.1,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
vbp,256,0.1,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
vbp,256,0.1,iid,hoeffding,200,0.015,0.19224473002972509,0.7927552699702749,1.0
vbp,256,0.1,iid,hoeffding,500,0.01,0.12890227287922065,0.8610977271207794,1.0
vbp,256,0.1,iid,hoeffding,1000,0.011,0.09487383810763891,0.894126161892361,1.0
vbp,256,0.1,iid,hoeffding,2000,0.009,0.06962108997220032,0.9213789100277997,1.0
vbp,256,0.1,iid,hoeffding,5000,0.0092,0.046066219879014554,0.9447337801209854,1.0
vbp,256,0.1,iid,hoeffding,10000,0.0098,0.03362087186595333,0.9565791281340467,1.0
vbp,256,0.1,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
vbp,256,0.1,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
vbp,256,0.1,iid,betting,200,0.015,0.030255279541015628,0.9394894409179687,1.0
vbp,256,0.1,iid,betting,500,0.01,0.015608329772949216,0.9687833404541015,1.0
vbp,256,0.1,iid,betting,1000,0.011,0.011725807189941406,0.9754634246826172,0.9989150390625
vbp,256,0.1,iid,betting,2000,0.009,0.007402137756347656,0.9823656463623047,0.997169921875
vbp,256,0.1,iid,betting,5000,0.0092,0.004526522827148437,0.9854934387207032,0.994546484375
vbp,256,0.1,iid,betting,10000,0.0098,0.0032924690246582044,0.9864000228881836,0.9929849609375
vbp,256,0.1,adaptive,hoeffding,50,0.017212151288986205,0.49509071045660724,0.4876971382544065,1.0
vbp,256,0.1,adaptive,hoeffding,100,0.018102638125419616,0.3697340484969811,0.6121633133775992,1.0
vbp,256,0.1,adaptive,hoeffding,200,0.01848259299993515,0.274635328613893,0.7068820783861718,1.0
vbp,256,0.1,adaptive,hoeffding,500,0.014333970308303834,0.18414610411317237,0.8015199255785238,1.0
vbp,256,0.1,adaptive,hoeffding,1000,0.015627963840961455,0.13553405443948416,0.8488379817195544,1.0
vbp,256,0.1,adaptive,hoeffding,2000,0.01755732128024101,0.09945869996028617,0.8829839787594729,1.0
vbp,256,0.1,adaptive,hoeffding,5000,0.014184677305817604,0.06580888554144937,0.920006437152733,1.0
vbp,256,0.1,adaptive,hoeffding,10000,0.012430360662564635,0.04802981695136191,0.9395398223860735,1.0
vbp,256,0.1,adaptive,betting,50,0.017212151288986205,0.10811147024720802,0.783777059505584,1.0
vbp,256,0.1,adaptive,betting,100,0.018102638125419616,0.06463738273037994,0.8707252345392401,1.0
vbp,256,0.1,adaptive,betting,200,0.018482592999935148,0.04073570465835035,0.9185285906832993,1.0
vbp,256,0.1,adaptive,betting,500,0.014333970308303828,0.023659157051698194,0.9526816858966036,1.0
vbp,256,0.1,adaptive,betting,1000,0.01562796384096146,0.017211192764960977,0.9633188853211891,0.9977412708511111
vbp,256,0.1,adaptive,betting,2000,0.01755732128024101,0.012095453108379627,0.9682649322956371,0.9924558385123965
vbp,256,0.1,adaptive,betting,5000,0.014184677305817602,0.00645328428727777,0.9783803825725546,0.9912869511471101
vbp,256,0.1,adaptive,betting,10000,0.012430360662564628,0.004070880486957092,0.9830210294925438,0.9911627904664579
vbp,256,0.2,iid,hoeffding,50,0.04,0.34656349731962505,0.613436502680375,1.0
vbp,256,0.2,iid,hoeffding,100,0.04,0.25881383394788676,0.7011861660521133,1.0
vbp,256,0.2,iid,hoeffding,200,0.035,0.19224473002972509,0.7727552699702749,1.0
vbp,256,0.2,iid,hoeffding,500,0.026,0.12890227287922065,0.8450977271207794,1.0
vbp,256,0.2,iid,hoeffding,1000,0.028,0.09487383810763891,0.8771261618923611,1.0
vbp,256,0.2,iid,hoeffding,2000,0.0255,0.06962108997220032,0.9048789100277996,1.0
vbp,256,0.2,iid,hoeffding,5000,0.0302,0.046066219879014554,0.9237337801209855,1.0
vbp,256,0.2,iid,hoeffding,10000,0.0308,0.03362087186595333,0.9355791281340466,1.0
vbp,256,0.2,iid,betting,50,0.04,0.10574829101562502,0.78850341796875,1.0
vbp,256,0.2,iid,betting,100,0.04,0.07351440429687503,0.8529711914062499,1.0
vbp,256,0.2,iid,betting,200,0.035,0.050593833923339854,0.8988123321533203,1.0
vbp,256,0.2,iid,betting,500,0.026,0.02734842681884765,0.9405677947998047,0.9952646484375
vbp,256,0.2,iid,betting,1000,0.028,0.019292343139648442,0.9488850402832031,0.9874697265625
vbp,256,0.2,iid,betting,2000,0.0255,0.01298092269897461,0.9589909133911133,0.9849527587890625
vbp,256,0.2,iid,betting,5000,0.0302,0.009053606414794923,0.9595672012329102,0.9776744140625
vbp,256,0.2,iid,betting,10000,0.0308,0.006705580139160155,0.9618721405029297,0.97528330078125
vbp,256,0.2,adaptive,hoeffding,50,0.0840915596485138,0.49509071045660724,0.420817729894879,1.0
vbp,256,0.2,adaptive,hoeffding,100,0.061347898244857785,0.3697340484969811,0.5689180532581611,1.0
vbp,256,0.2,adaptive,hoeffding,200,0.05184629857540131,0.274635328613893,0.6735183728107057,1.0
vbp,256,0.2,adaptive,hoeffding,500,0.03810443980991841,0.18414610411317237,0.7777494560769093,1.0
vbp,256,0.2,adaptive,hoeffding,1000,0.034988556360825894,0.13553405443948416,0.8294773891996899,1.0
vbp,256,0.2,adaptive,hoeffding,2000,0.032191933057270944,0.09945869996028617,0.8683493669824429,1.0
vbp,256,0.2,adaptive,hoeffding,5000,0.028483634448144585,0.06580888554144937,0.905707480010406,1.0
vbp,256,0.2,adaptive,hoeffding,10000,0.030435316220251845,0.04802981695136191,0.9215348668283863,1.0
vbp,256,0.2,adaptive,betting,50,0.0840915596485138,0.17484537564190306,0.6503092487161939,1.0
vbp,256,0.2,adaptive,betting,100,0.06134789824485779,0.10267974768996675,0.7946405046200665,1.0
vbp,256,0.2,adaptive,betting,200,0.0518462985754013,0.07118307196495348,0.857633856070093,1.0
vbp,256,0.2,adaptive,betting,500,0.03810443980991841,0.03596364123828384,0.9192815320692397,0.9912088145458074
vbp,256,0.2,adaptive,betting,1000,0.03498855636082589,0.023510124477020188,0.937569752101885,0.9845900010559253
vbp,256,0.2,adaptive,betting,2000,0.03219193305727094,0.015355650466946006,0.9497503334458991,0.9804616343797912
vbp,256,0.2,adaptive,betting,5000,0.02848363444814459,0.008870254643290082,0.9614113617887281,0.9791518710753082
vbp,256,0.2,adaptive,betting,10000,0.03043531622025183,0.0070313787773690906,0.9617138218207449,0.9757765793754831
vbp,256,0.5,iid,hoeffding,50,0.32,0.34656349731962505,0.33343650268037495,1.0
vbp,256,0.5,iid,hoeffding,100,0.36,0.25881383394788676,0.3811861660521132,0.8988138339478868
vbp,256,0.5,iid,hoeffding,200,0.325,0.19224473002972509,0.48275526997027485,0.867244730029725
vbp,256,0.5,iid,hoeffding,500,0.32,0.12890227287922065,0.5510977271207793,0.8089022728792207
vbp,256,0.5,iid,hoeffding,1000,0.315,0.09487383810763891,0.5901261618923611,0.7798738381076389
vbp,256,0.5,iid,hoeffding,2000,0.3255,0.06962108997220032,0.6048789100277997,0.7441210899722003
vbp,256,0.5,iid,hoeffding,5000,0.311,0.046066219879014554,0.6429337801209855,0.7350662198790145
vbp,256,0.5,iid,hoeffding,10000,0.3182,0.03362087186595333,0.6481791281340467,0.7154208718659534
vbp,256,0.5,iid,betting,50,0.32,0.21076843261718742,0.47142211914062515,0.892958984375
vbp,256,0.5,iid,betting,100,0.36,0.14946533203125,0.492197265625,0.7911279296875
vbp,256,0.5,iid,betting,200,0.325,0.10151329040527347,0.5718795776367187,0.7749061584472656
vbp,256,0.5,iid,betting,500,0.32,0.06921966552734377,0.6099102783203125,0.7483496093750001
vbp,256,0.5,iid,betting,1000,0.315,0.05244085311889651,0.631259651184082,0.736141357421875
vbp,256,0.5,iid,betting,2000,0.3255,0.03909067726135254,0.6348704490661621,0.7130518035888671
vbp,256,0.5,iid,betting,5000,0.311,0.025253559112548785,0.6633212509155274,0.713828369140625
vbp,256,0.5,iid,betting,10000,0.3182,0.018721253204345673,0.6629437606811523,0.7003862670898438
vbp,256,0.5,adaptive,hoeffding,50,0.34158955563434573,0.49509071045660724,0.16331973390904708,1.0
vbp,256,0.5,adaptive,hoeffding,100,0.3496932099767719,0.3697340484969811,0.280572741526247,1.0
vbp,256,0.5,adaptive,hoeffding,200,0.31535644433218607,0.274635328613893,0.4100082270539209,0.9592788842817069
vbp,256,0.5,adaptive,hoeffding,500,0.3126056222305698,0.18414610411317237,0.5032482736562578,0.8715404818826026
