method,keep,mask_p,sampling,cs_type,n,r_hat,radius,lcb_f,ucb_f
cip-affine,64,0.5,iid,betting,100,0.54,0.16470321655273445,0.2962948608398436,0.6257012939453125
cip-affine,64,0.5,iid,betting,200,0.5,0.10945892333984375,0.39568328857421875,0.6146011352539062
cip-affine,64,0.5,iid,betting,500,0.522,0.07312596130371096,0.40658007812499997,0.5528320007324219
cip-affine,64,0.5,iid,betting,1000,0.538,0.05345455932617177,0.4093538818359377,0.5162630004882812
cip-affine,64,0.5,iid,betting,2000,0.5435,0.039850017547607364,0.4170466308593751,0.49674666595458983
cip-affine,64,0.5,iid,betting,5000,0.5382,0.026860055541992223,0.4349668945312499,0.48868700561523437
cip-affine,64,0.5,iid,betting,10000,0.5384,0.01990351562499998,0.44172336425781256,0.4815303955078125
cip-affine,64,0.5,adaptive,hoeffding,50,0.6667605064809322,0.49509071045660724,-0.16185121693753945,0.828330203975675
cip-affine,64,0.5,adaptive,hoeffding,100,0.5932229322567583,0.3697340484969811,0.03704301924626063,0.7765111162402228
cip-affine,64,0.5,adaptive,hoeffding,200,0.5135295624798164,0.274635328613893,0.21183510890629065,0.7611057661340765
cip-affine,64,0.5,adaptive,hoeffding,500,0.5484456768678502,0.18414610411317237,0.2674082190189775,0.6357004272453222
cip-affine,64,0.5,adaptive,hoeffding,1000,0.5473680323441513,0.13553405443948416,0.3170979132163645,0.5881660220953329
cip-affine,64,0.5,adaptive,hoeffding,2000,0.5368880087980069,0.09945869996028617,0.363653291241707,0.5625706911622792
cip-affine,64,0.5,adaptive,hoeffding,5000,0.542609109998669,0.06580888554144937,0.39158200445988167,0.5231997755427804
cip-affine,64,0.5,adaptive,hoeffding,10000,0.5392845841315167,0.04802981695136191,0.4126855989171214,0.5087452328198452
cip-affine,64,0.5,adaptive,betting,50,0.6667605064809323,0.32832071935348495,0.001574618807671846,0.6582160575146417
cip-affine,64,0.5,adaptive,betting,100,0.5932229322567582,0.21506469624455404,0.1820706675733914,0.6122000600624995
cip-affine,64,0.5,adaptive,betting,200,0.5135295624798161,0.1313360900290187,0.34762802546551164,0.610300205523549
cip-affine,64,0.5,adaptive,betting,500,0.5484456768678503,0.08990408347830506,0.36188452875768695,0.5416926957142971
cip-affine,64,0.5,adaptive,betting,1000,0.5473680323441509,0.0669169861123437,0.38541493003164007,0.5192489022563275
cip-affine,64,0.5,adaptive,betting,2000,0.5368880087980067,0.05031319380075777,0.4120078205985239,0.5126342082000395
cip-affine,64,0.5,adaptive,betting,5000,0.5426091099986693,0.033781276618997214,0.42301280503840144,0.49057535827639587
cip-affine,64,0.5,adaptive,betting,10000,0.5392845841315181,0.02503890015156135,0.4353405623665496,0.4854183626696723
cip-affine,32,0.1,iid,hoeffding,50,0.12,0.34656349731962505,0.5334365026803749,1.0
cip-affine,32,0.1,iid,hoeffding,100,0.12,0.25881383394788676,0.6211861660521132,1.0
cip-affine,32,0.1,iid,hoeffding,200,0.13,0.19224473002972509,0.6777552699702749,1.0
cip-affine,32,0.1,iid,hoeffding,500,0.158,0.12890227287922065,0.7130977271207793,0.9709022728792207
cip-affine,32,0.1,iid,hoeffding,1000,0.181,0.09487383810763891,0.7241261618923611,0.9138738381076389
cip-affine,32,0.1,iid,hoeffding,2000,0.1765,0.06962108997220032,0.7538789100277997,0.8931210899722003
cip-affine,32,0.1,iid,hoeffding,5000,0.1728,0.046066219879014554,0.7811337801209854,0.8732662198790145
cip-affine,32,0.1,iid,hoeffding,10000,0.1764,0.03362087186595333,0.7899791281340467,0.8572208718659533
cip-affine,32,0.1,iid,betting,50,0.12,0.17501861572265626,0.6499627685546875,1.0
cip-affine,32,0.1,iid,betting,100,0.12,0.11839630126953124,0.7445745849609375,0.9813671875
cip-affine,32,0.1,iid,betting,200,0.13,0.08329341888427733,0.7756336212158204,0.942220458984375
cip-affine,32,0.1,iid,betting,500,0.158,0.05515971374511717,0.7815763244628906,0.891895751953125
cip-affine,32,0.1,iid,betting,1000,0.181,0.037336688995361314,0.7783911666870117,0.8530645446777343
cip-affine,32,0.1,iid,betting,2000,0.1765,0.028998783111572266,0.7925257644653321,0.8505233306884765
cip-affine,32,0.1,iid,betting,5000,0.1728,0.01943998413085936,0.8069352661132813,0.845815234375
cip-affine,32,0.1,iid,betting,10000,0.1764,0.014413812255859373,0.8087205078125,0.8375481323242188
cip-affine,32,0.1,adaptive,hoeffding,50,0.17588750123977662,0.49509071045660724,0.32902178830361617,1.0
cip-affine,32,0.1,adaptive,hoeffding,100,0.15899342834949493,0.3697340484969811,0.47127252315352397,1.0
cip-affine,32,0.1,adaptive,hoeffding,200,0.17643404245376587,0.274635328613893,0.5489306289323411,1.0
cip-affine,32,0.1,adaptive,hoeffding,500,0.1642480615377426,0.18414610411317237,0.651605834349085,1.0
cip-affine,32,0.1,adaptive,hoeffding,1000,0.17410307055711746,0.13553405443948416,0.6903628750033983,0.9614309838823667
cip-affine,32,0.1,adaptive,hoeffding,2000,0.17566849461197853,0.09945869996028617,0.7248728054277354,0.9237902053483076
cip-affine,32,0.1,adaptive,hoeffding,5000,0.1815540431499481,0.06580888554144937,0.7526370713086026,0.8842548423915013
cip-affine,32,0.1,adaptive,hoeffding,10000,0.17881681858897208,0.04802981695136191,0.773153364459666,0.8692129983623899
cip-affine,32,0.1,adaptive,betting,50,0.17588750123977662,0.22601212797124262,0.5479757440575148,1.0
cip-affine,32,0.1,adaptive,betting,100,0.15899342834949495,0.14243574749541754,0.6877141718129172,0.9725856668037522
cip-affine,32,0.1,adaptive,betting,200,0.1764340424537659,0.09931329278606427,0.7168392815383413,0.9154658671104698
cip-affine,32,0.1,adaptive,betting,500,0.16424806153774255,0.05567065448635656,0.7761491698701772,0.8874904788428903
cip-affine,32,0.1,adaptive,betting,1000,0.17410307055711746,0.04001820524558039,0.7821390762565312,0.8621754867476921
cip-affine,32,0.1,adaptive,betting,2000,0.17566849461197853,0.030315900569190868,0.7919842189460753,0.852616020084457
cip-affine,32,0.1,adaptive,betting,5000,0.18155404314994777,0.020379290214217652,0.7972678204063555,0.8380264008347909
cip-affine,32,0.1,adaptive,betting,10000,0.17881681858897158,0.015288494749819484,0.8053839001858931,0.8359608896855321
cip-affine,32,0.2,iid,hoeffding,50,0.24,0.34656349731962505,0.413436502680375,1.0
cip-affine,32,0.2,iid,hoeffding,100,0.23,0.25881383394788676,0.5111861660521132,1.0
cip-affine,32,0.2,iid,hoeffding,200,0.205,0.19224473002972509,0.602755269970275,0.9872447300297251
cip-affine,32,0.2,iid,hoeffding,500,0.252,0.12890227287922065,0.6190977271207794,0.8769022728792206
cip-affine,32,0.2,iid,hoeffding,1000,0.278,0.09487383810763891,0.627126161892361,0.8168738381076389
cip-affine,32,0.2,iid,hoeffding,2000,0.273,0.06962108997220032,0.6573789100277997,0.7966210899722003
cip-affine,32,0.2,iid,hoeffding,5000,0.261,0.046066219879014554,0.6929337801209854,0.7850662198790146
cip-affine,32,0.2,iid,hoeffding,10000,0.2721,0.03362087186595333,0.6942791281340467,0.7615208718659533
cip-affine,32,0.2,iid,betting,50,0.24,0.2189385986328125,0.521781005859375,0.959658203125
cip-affine,32,0.2,iid,betting,100,0.23,0.14215270996093748,0.6177999877929687,0.9021054077148437
cip-affine,32,0.2,iid,betting,200,0.205,0.09198310852050784,0.6945089721679687,0.8784751892089844
cip-affine,32,0.2,iid,betting,500,0.252,0.06150450134277341,0.6856761779785157,0.8086851806640625
cip-affine,32,0.2,iid,betting,1000,0.278,0.04210858154296876,0.6815681762695311,0.7657853393554688
cip-affine,32,0.2,iid,betting,2000,0.273,0.033774589538574235,0.6939757232666015,0.76152490234375
cip-affine,32,0.2,iid,betting,5000,0.261,0.02229563522338865,0.7170056838989258,0.7615969543457031
cip-affine,32,0.2,iid,betting,10000,0.2721,0.015395643615722654,0.7127946533203124,0.7435859405517578
cip-affine,32,0.2,adaptive,hoeffding,50,0.2999668204784393,0.49509071045660724,0.2049424690649535,1.0
cip-affine,32,0.2,adaptive,hoeffding,100,0.24432886958122255,0.3697340484969811,0.3859370819217963,1.0
cip-affine,32,0.2,adaptive,hoeffding,200,0.2450696286559105,0.274635328613893,0.4802950427301965,1.0
cip-affine,32,0.2,adaptive,hoeffding,500,0.26830859857797623,0.18414610411317237,0.5475452973088514,0.9158375055351962
cip-affine,32,0.2,adaptive,hoeffding,1000,0.2785545961260796,0.13553405443948416,0.5859113494344362,0.8569794583134046
cip-affine,32,0.2,adaptive,hoeffding,2000,0.2710562484115362,0.09945869996028617,0.6294850516281776,0.82840245154875
cip-affine,32,0.2,adaptive,hoeffding,5000,0.2742780403763056,0.06580888554144937,0.659913074082245,0.7915308451651437
cip-affine,32,0.2,adaptive,hoeffding,10000,0.2723403269827366,0.04802981695136191,0.6796298560659015,0.7756894899686253
cip-affine,32,0.2,adaptive,betting,50,0.2999668204784393,0.27148708206776523,0.4122248831233355,0.955199047258866
cip-affine,32,0.2,adaptive,betting,100,0.24432886958122252,0.1599732980323057,0.5889743895941217,0.9089209856587331
cip-affine,32,0.2,adaptive,betting,200,0.24506962865591048,0.10684399771711392,0.6425594614628896,0.8562474568971175
cip-affine,32,0.2,adaptive,betting,500,0.26830859857797623,0.06704048568684867,0.6595290586630316,0.7936100300367288
cip-affine,32,0.2,adaptive,betting,1000,0.27855459612607936,0.04906790292862609,0.6686614281659797,0.766797234023232
cip-affine,32,0.2,adaptive,betting,2000,0.27105624841153614,0.035810809619437264,0.691535042610518,0.7631566618493926
cip-affine,32,0.2,adaptive,betting,5000,0.2742780403763053,0.024467348117686583,0.7006761039411162,0.7496108001764894
cip-affine,32,0.2,adaptive,betting,10000,0.2723403269827355,0.01786673169300379,0.7094877059360212,0.7452211693220288
cip-affine,32,0.5,iid,hoeffding,50,0.58,0.34656349731962505,0.07343650268037494,0.7665634973196251
cip-affine,32,0.5,iid,hoeffding,100,0.58,0.25881383394788676,0.16118616605211322,0.6788138339478869
cip-affine,32,0.5,iid,hoeffding,200,0.525,0.19224473002972509,0.2827552699702749,0.6672447300297251
cip-affine,32,0.5,iid,hoeffding,500,0.558,0.12890227287922065,0.3130977271207793,0.5709022728792206
cip-affine,32,0.5,iid,hoeffding,1000,0.586,0.09487383810763891,0.3191261618923611,0.508873838107639
cip-affine,32,0.5,iid,hoeffding,2000,0.5935,0.06962108997220032,0.3368789100277997,0.47612108997220026
cip-affine,32,0.5,iid,hoeffding,5000,0.5856,0.046066219879014554,0.3683337801209854,0.4604662198790146
cip-affine,32,0.5,iid,hoeffding,10000,0.5909,0.03362087186595333,0.3754791281340467,0.4427208718659533
cip-affine,32,0.5,iid,betting,50,0.58,0.25321090698242193,0.1753994750976562,0.6818212890625001
cip-affine,32,0.5,iid,betting,100,0.58,0.17108062744140637,0.2539379882812498,0.5960992431640626
cip-affine,32,0.5,iid,betting,200,0.525,0.11877536773681646,0.3554092407226561,0.592959976196289
cip-affine,32,0.5,iid,betting,500,0.558,0.08115419006347654,0.36348187255859377,0.5257902526855469
cip-affine,32,0.5,iid,betting,1000,0.586,0.05633589172363279,0.3601463928222657,0.47281817626953127
cip-affine,32,0.5,iid,betting,2000,0.5935,0.041364105224609427,0.3665980453491211,0.44932625579833996
cip-affine,32,0.5,iid,betting,5000,0.5856,0.02819776611328123,0.38657141113281257,0.44296694335937503
cip-affine,32,0.5,iid,betting,10000,0.5909,0.02044164199829107,0.38883726501464844,0.4297205490112306
cip-affine,32,0.5,adaptive,hoeffding,50,0.6291865174472332,0.49509071045660724,-0.12427722790384044,0.865904193009374
cip-affine,32,0.5,adaptive,hoeffding,100,0.5829148513823748,0.3697340484969811,0.04735110012064414,0.7868191971146064
cip-affine,32,0.5,adaptive,hoeffding,200,0.5332927666977048,0.274635328613893,0.1920719046884023,0.7413425619161882
cip-affine,32,0.5,adaptive,hoeffding,500,0.5997241118177772,0.18414610411317237,0.21612978406905048,0.5844219922953952
cip-affine,32,0.5,adaptive,hoeffding,1000,0.6020022656209767,0.13553405443948416,0.2624636799395391,0.5335317888185075
cip-affine,32,0.5,adaptive,hoeffding,2000,0.5902069472130388,0.09945869996028617,0.3103343528266751,0.5092517527472473
cip-affine,32,0.5,adaptive,hoeffding,5000,0.5870921440847218,0.06580888554144937,0.34709897037382886,0.4787167414567276
cip-affine,32,0.5,adaptive,hoeffding,10000,0.5846180528074503,0.04802981695136191,0.36735213024118785,0.4634117641439116
cip-affine,32,0.5,adaptive,betting,50,0.6291865174472332,0.3127443634459852,0.05400402978438412,0.6794927566763544
cip-affine,32,0.5,adaptive,betting,100,0.5829148513823746,0.20919839386434094,0.2002127411954996,0.6186095289241815
cip-affine,32,0.5,adaptive,betting,200,0.5332927666977049,0.13736278803399432,0.32134193421479684,0.5960675102827855
cip-affine,32,0.5,adaptive,betting,500,0.5997241118177772,0.08832861573684242,0.3124663343458488,0.48912356581953365
cip-affine,32,0.5,adaptive,betting,1000,0.6020022656209769,0.06614528343125964,0.33289229585439184,0.4651828627169111
cip-affine,32,0.5,adaptive,betting,2000,0.5902069472130391,0.04900700151169651,0.36128417044273775,0.4592981734661308
cip-affine,32,0.5,adaptive,betting,5000,0.5870921440847225,0.03336067933192843,0.37960101289833237,0.44632237156218924
cip-affine,32,0.5,adaptive,betting,10000,0.5846180528074508,0.02479880217665531,0.3904764627454127,0.4400740670987233
cip-const,512,0.1,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
cip-const,512,0.1,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
cip-const,512,0.1,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
cip-const,512,0.1,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
cip-const,512,0.1,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
cip-const,512,0.1,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
cip-const,512,0.1,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
cip-const,512,0.1,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
cip-const,512,0.1,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
cip-const,512,0.1,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
cip-const,512,0.1,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
cip-const,512,0.1,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
cip-const,512,0.1,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
cip-const,512,0.1,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
cip-const,512,0.1,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
cip-const,512,0.1,iid,betting,10000,0.0,0.0,1.0,1.0
cip-const,512,0.1,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
cip-const,512,0.1,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
cip-const,512,0.1,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
cip-const,512,0.1,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
cip-const,512,0.1,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
cip-const,512,0.1,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
cip-const,512,0.1,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
cip-const,512,0.1,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
cip-const,512,0.1,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
cip-const,512,0.1,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
cip-const,512,0.1,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
cip-const,512,0.1,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
cip-const,512,0.1,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
cip-const,512,0.1,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
cip-const,512,0.1,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
cip-const,512,0.1,adaptive,betting,10000,0.0,0.0,1.0,1.0
cip-const,512,0.2,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
cip-const,512,0.2,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
cip-const,512,0.2,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
cip-const,512,0.2,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
cip-const,512,0.2,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
cip-const,512,0.2,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
cip-const,512,0.2,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
cip-const,512,0.2,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
cip-const,512,0.2,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
cip-const,512,0.2,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
cip-const,512,0.2,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
cip-const,512,0.2,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
cip-const,512,0.2,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
cip-const,512,0.2,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
cip-const,512,0.2,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
cip-const,512,0.2,iid,betting,10000,0.0,0.0,1.0,1.0
cip-const,512,0.2,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
cip-const,512,0.2,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
cip-const,512,0.2,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
cip-const,512,0.2,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
cip-const,512,0.2,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
cip-const,512,0.2,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
cip-const,512,0.2,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
cip-const,512,0.2,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
cip-const,512,0.2,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
cip-const,512,0.2,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
cip-const,512,0.2,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
cip-const,512,0.2,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
cip-const,512,0.2,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
cip-const,512,0.2,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
cip-const,512,0.2,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
cip-const,512,0.2,adaptive,betting,10000,0.0,0.0,1.0,1.0
cip-const,512,0.5,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
cip-const,512,0.5,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
cip-const,512,0.5,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
cip-const,512,0.5,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
cip-const,512,0.5,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
cip-const,512,0.5,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
cip-const,512,0.5,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
cip-const,512,0.5,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
cip-const,512,0.5,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
cip-const,512,0.5,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
cip-const,512,0.5,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
cip-const,512,0.5,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
cip-const,512,0.5,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
cip-const,512,0.5,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
cip-const,512,0.5,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
cip-const,512,0.5,iid,betting,10000,0.0,0.0,1.0,1.0
cip-const,512,0.5,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
cip-const,512,0.5,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
cip-const,512,0.5,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
cip-const,512,0.5,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
cip-const,512,0.5,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
cip-const,512,0.5,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
cip-const,512,0.5,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
cip-const,512,0.5,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
cip-const,512,0.5,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
cip-const,512,0.5,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
cip-const,512,0.5,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
cip-const,512,0.5,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
cip-const,512,0.5,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
cip-const,512,0.5,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
cip-const,512,0.5,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
cip-const,512,0.5,adaptive,betting,10000,0.0,0.0,1.0,1.0
cip-const,384,0.1,iid,hoeffding,50,0.92,0.34656349731962505,-0.26656349731962514,0.42656349731962506
cip-const,384,0.1,iid,hoeffding,100,0.9,0.25881383394788676,-0.15881383394788684,0.3588138339478868
cip-const,384,0.1,iid,hoeffding,200,0.905,0.19224473002972509,-0.097244730029725,0.28724473002972506
cip-const,384,0.1,iid,hoeffding,500,0.882,0.12890227287922065,-0.010902272879220742,0.24690227287922062
cip-const,384,0.1,iid,hoeffding,1000,0.903,0.09487383810763891,0.0021261618923610337,0.19187383810763892
cip-const,384,0.1,iid,hoeffding,2000,0.898,0.06962108997220032,0.03237891002779969,0.17162108997220027
cip-const,384,0.1,iid,hoeffding,5000,0.8956,0.046066219879014554,0.058333780120985446,0.15046621987901465
cip-const,384,0.1,iid,hoeffding,10000,0.899,0.03362087186595333,0.06737912813404667,0.13462087186595328
cip-const,384,0.1,iid,betting,50,0.92,0.14253417968750004,0.0,0.2850683593750001
cip-const,384,0.1,iid,betting,100,0.9,0.11387367248535152,0.006677246093749867,0.2344245910644529
cip-const,384,0.1,iid,betting,200,0.905,0.07458549499511719,0.0334622192382813,0.18263320922851567
cip-const,384,0.1,iid,betting,500,0.882,0.04712554931640617,0.0776895751953125,0.17194067382812483
cip-const,384,0.1,iid,betting,1000,0.903,0.029657352447509833,0.07240069580078112,0.1317154006958008
cip-const,384,0.1,iid,betting,2000,0.898,0.02378926849365237,0.08124389648437502,0.12882243347167976
cip-const,384,0.1,iid,betting,5000,0.8956,0.016331431579589883,0.089400146484375,0.12206300964355477
cip-const,384,0.1,iid,betting,10000,0.899,0.01143013763427736,0.09027984619140628,0.113140121459961
cip-const,384,0.1,adaptive,hoeffding,50,0.8622413285262883,0.49509071045660724,-0.35733203898289556,0.6328493819303189
cip-const,384,0.1,adaptive,hoeffding,100,0.8748644586559385,0.3697340484969811,-0.24459850715291953,0.49486958984104257
cip-const,384,0.1,adaptive,hoeffding,200,0.8864778238604777,0.274635328613893,-0.16111315247437075,0.38815750475341537
cip-const,384,0.1,adaptive,hoeffding,500,0.8907429540529848,0.18414610411317237,-0.07488905816615721,0.2934031500601876
cip-const,384,0.1,adaptive,hoeffding,1000,0.8574706843735185,0.13553405443948416,0.006995261186997337,0.2780633700659657
cip-const,384,0.1,adaptive,hoeffding,2000,0.8643799270423332,0.09945869996028617,0.03616137299738065,0.23507877291795287
cip-const,384,0.1,adaptive,hoeffding,5000,0.8808621473220817,0.06580888554144937,0.05332896713646895,0.1849467382193677
cip-const,384,0.1,adaptive,hoeffding,10000,0.8935600642518985,0.04802981695136191,0.05841011879673963,0.1544697526994634
cip-const,384,0.1,adaptive,betting,50,0.862241328526288,0.2371476992498407,0.0,0.4742953984996814
cip-const,384,0.1,adaptive,betting,100,0.8748644586559386,0.17170556336218,0.0,0.34341112672436
cip-const,384,0.1,adaptive,betting,200,0.8864778238604778,0.1279447054413701,0.0,0.2558894108827402
cip-const,384,0.1,adaptive,betting,500,0.890742954052985,0.09035295463182325,0.020756950286509368,0.20146285955015586
cip-const,384,0.1,adaptive,betting,1000,0.8574706843735166,0.06294708868157306,0.07899331211777127,0.2048874894809174
cip-const,384,0.1,adaptive,betting,2000,0.864379927042332,0.048571018422171874,0.08780635836580097,0.18494839521014472
cip-const,384,0.1,adaptive,betting,5000,0.8808621473220775,0.030014025469466965,0.08941900801052305,0.14944705894945698
cip-const,384,0.1,adaptive,betting,10000,0.8935600642518973,0.01875125998182181,0.0878350331100991,0.12533755307374272
cip-const,384,0.2,iid,hoeffding,50,0.92,0.34656349731962505,-0.26656349731962514,0.42656349731962506
cip-const,384,0.2,iid,hoeffding,100,0.9,0.25881383394788676,-0.15881383394788684,0.3588138339478868
cip-const,384,0.2,iid,hoeffding,200,0.905,0.19224473002972509,-0.097244730029725,0.28724473002972506
cip-const,384,0.2,iid,hoeffding,500,0.884,0.12890227287922065,-0.012902272879220744,0.24490227287922062
cip-const,384,0.2,iid,hoeffding,1000,0.904,0.09487383810763891,0.0011261618923610328,0.19087383810763892
cip-const,384,0.2,iid,hoeffding,2000,0.899,0.06962108997220032,0.03137891002779969,0.17062108997220027
cip-const,384,0.2,iid,hoeffding,5000,0.8958,0.046066219879014554,0.05813378012098536,0.15026621987901456
cip-const,384,0.2,iid,hoeffding,10000,0.8991,0.03362087186595333,0.06727912813404668,0.1345208718659533
cip-const,384,0.2,iid,betting,50,0.92,0.14253417968750004,0.0,0.2850683593750001
cip-const,384,0.2,iid,betting,100,0.9,0.11387367248535152,0.006677246093749867,0.2344245910644529
cip-const,384,0.2,iid,betting,200,0.905,0.07458549499511719,0.0334622192382813,0.18263320922851567
cip-const,384,0.2,iid,betting,500,0.884,0.04705581665039055,0.07601879882812501,0.1701304321289061
cip-const,384,0.2,iid,betting,1000,0.904,0.029792602539062463,0.07120312500000003,0.13078833007812496
cip-const,384,0.2,iid,betting,2000,0.899,0.02371648025512696,0.08039190673828123,0.12782486724853515
cip-const,384,0.2,iid,betting,5000,0.8958,0.016332467651367255,0.08922252197265623,0.12188745727539074
cip-const,384,0.2,iid,betting,10000,0.8991,0.01143236541748055,0.09019046020507804,0.11305519104003914
cip-const,384,0.2,adaptive,hoeffding,50,0.9054891004624369,0.49509071045660724,-0.40057981091904415,0.5896016099941703
cip-const,384,0.2,adaptive,hoeffding,100,0.8668146849103505,0.3697340484969811,-0.23654873340733173,0.5029193635866306
